arquivo,titulo,subtitulo,data_publicacao,data_atualizacao,tags,dateline,nome_operacao_encontrado,identidade_canonica,classificacao,crimes_mais_presentes,modus_operandi,fonte_classificacao,confianca_regex
pf-combate-exploracao-de-madeira-na-terra-indigena-roosevelt-0c3d5a39.md,PF combate exploração de madeira na Terra Indígena Roosevelt,Operação Pertinácia investiga esquema criminoso que conta com a participação de lideranças indígenas.,30/10/2020,09/11/2022,"[""Operação PF"", ""Rondônia"", ""crime ambiental"", ""reserva indígena"", ""exploração de madeira"", ""Polícia Federal""]",Vilhena/RO,Pertinacia,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas""]","[""prisao"", ""cooperacao_interagencias"", ""desarticulacao_rede""]",regex,0.95
pf-combate-exploracao-ilegal-de-areia-no-amapa-0b308315.md,PF combate exploração ilegal de areia no Amapá,A suspeita é de que mais de R$ 5 milhões foram movimentados pelos investigados,24/10/2024,,"[""Amapá"", ""Operação PF""]",Macapá/AP.,,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""lavagem_dinheiro""]","[""busca_apreensao"", ""prisao""]",regex,0.93
pf-combate-exploracao-ilegal-de-madeira-e-garimpo-em-terra-indigena-no-para-e6e972ce.md,PF combate exploração ilegal de madeira e garimpo em terra indígena no Pará,Ação integrada com a Funai e Força Nacional inutiliza maquinário e desarticula estrutura clandestina,17/04/2026,,"[""Operação PF"", ""Polícia Federal"", ""Extração ilegal de madeira"", ""Garimpo"", ""Pará""]",Redenção/PA.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias"", ""desarticulacao_rede""]",regex,0.95
pf-combate-exploracao-ilegal-de-ouro-no-para-5305244e.md,PF combate exploração ilegal de ouro no Pará,Operação Ouro Frio II inutilizou máquinas e destruiu pistas de pouso usadas para abastecimento de garimpos clandestinos,30/10/2020,09/11/2022,"[""Operação PF"", ""Destaque"", ""Exploração ilegal de ouro""]",,Ouro Frio II,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""bloqueio_bens"", ""cooperacao_interagencias"", ""comercializacao""]",regex,0.95
pf-combate-exploracao-sexual-de-criancas-e-adolescentes-acc9fb0f.md,PF combate exploração sexual de crianças e adolescentes,"Investigações apontam o cometimento de diversos estupros de vulneráveis e a produção, armazenamento e compartilhamento das imagens destes e outros abusos por meio da internet",04/07/2023,,"[""Operação PF"", ""Pornografia Infantil"", ""Internet"", ""CE""]",Fortaleza/CE.,Arima,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""prisao"", ""atuacao_online"", ""busca_apreensao"", ""resgate_vitimas""]",regex,0.95
pf-combate-exploracao-sexual-infantil-b0be0989.md,PF combate exploração sexual infantil,Uma pessoa foi presa em flagrante na posse de material contendo pornografia infantil,03/11/2022,,"[""Operação PF"", ""Ceará"", ""Internet"", ""Exploração Sexual""]",Fortaleza/CE.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""prisao"", ""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-combate-exploracao-sexual-infantil-meio-da-internet-fd6ef96a.md,PF combate exploração sexual infantil meio da internet,"Durante a investigação, suspeito foi identificado e preso",17/11/2022,,"[""Operação PF"", ""Exploração sexual infantil""]",,Curu,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca"", ""crimes_odio_discriminacao""]","[""prisao"", ""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-combate-exploracao-sexual-infantil-na-internet-c2a69d75.md,PF combate exploração sexual infantil na internet,Operação Papel Invertido cumpriu mandado em Minas Gerais,30/03/2023,,"[""Operação PF"", ""MG"", ""Abuso Sexual"", ""Internet""]",Belo Horizonte/MG.,Papel Invertido,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-combate-exploracao-sexual-infantil-na-internet-em-navirai-ms-0cc9d632.md,PF combate exploração sexual infantil na internet em Naviraí/MS,Operação Anjos do CONESUL II cumpre mandados em Naviraí e Douradina e apreende equipamentos com material de abuso infantil.,29/07/2025,,"[""Operação PF"", ""Polícia Federal"", ""Mato Grosso do Sul""]",Naviraí/MS.,Anjos,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""atuacao_online"", ""cumprimento_mandado"", ""busca_apreensao""]",regex,0.95
pf-combate-exploracao-sexual-infantil-pela-internet-011d5f4a.md,PF combate exploração sexual infantil pela internet,Operação Roda Gigante cumpre mandados em Belo Horizonte e em Betim/MG,29/04/2020,23/01/2023,"[""Operação PF"", ""Exploração sexual infantil pela internet""]",,Roda Gigante,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""atuacao_online""]",regex,0.95
pf-combate-exploracao-sexual-infanto-juvenil-na-internet-22e2347b.md,PF combate exploração sexual infanto-juvenil na internet,Foi dado cumprimento a um mandado de busca e apreensão,22/09/2022,,"[""Operação PF"", ""Ceará"", ""Crimes na Internet""]",Fortaleza/CE.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.935
pf-combate-exploracao-sexual-infanto-juvenil-pela-internet-378149c5.md,PF combate exploração sexual infanto juvenil pela internet,Dois homens foram presos em flagrante,24/04/2019,20/01/2023,"[""Operação PF"", ""Pornografia infantil"", ""Belo Horizonte/MG""]",,Pega Pega II,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-combate-exploracao-sexual-infantojuvenil-1-5ffdf0ae.md,PF combate exploração sexual infantojuvenil,Investigado foi preso em flagrante delito por armazenar conteúdo relacionado ao crime,27/03/2024,,"[""São Paulo"", ""Operação PF"", ""Abuso sexual"", ""Infantojuvenil""]",São José do Rio Preto/SP.,Cassiel,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-combate-exploracao-sexual-infantojuvenil-pela-internet-2685580e.md,PF combate exploração sexual infantojuvenil pela internet,Estão sendo cumpridas quatro ordens judiciais,30/06/2022,03/11/2022,"[""Operação PF"", ""Destaque"", ""Pornografia infantil""]",,Pega Pega III,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-combate-exploracao-sexual-infantojuvenil-por-meio-da-internet-05c6c217.md,PF combate exploração sexual infantojuvenil por meio da internet,Suspeito já havia sido condenado no ano de 2020 pelos mesmos crimes,07/11/2022,07/11/2022,"[""Operação PF"", ""Pornografia infantil""]",,Voraz,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-combate-extracao-clandestina-de-madeira-em-terra-indigena-6c8c617a.md,PF combate extração clandestina de madeira em terra indígena,"Foram cumpridos 8 Mandados de Busca e Apreensão nas cidades de Aripuanã/MT, Espigão D'Oeste/RO e Tocantins/MG",15/05/2024,15/05/2024,"[""Operação PF"", ""Extração clandestina de madeira"", ""Mato Grosso""]",Cuiabá/MT,Ankara,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""organizacao_criminosa""]","[""busca_apreensao"", ""fiscalizacao"", ""atuacao_online"", ""cooperacao_interagencias"", ""comercializacao""]",regex,0.95
pf-combate-extracao-de-minerio-ilegal-e-trabalho-escravo-no-sudeste-do-para-080de753.md,PF combate extração de minério ilegal e trabalho escravo no sudeste do Pará,Operação Napuru prende pessoas foram presas em flagrante e resgata aproximadamente 40 trabalhadores,29/11/2020,09/11/2022,"[""Operação PF"", ""Trabalho escravo"", ""Mineração ilegal""]",,Napuru,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""lavagem_dinheiro"", ""exploracao_pessoas""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-combate-extracao-de-ouro-ilegal-na-regiao-de-belo-horizonte-3a1343f5.md,PF combate extração de ouro ilegal na região de Belo Horizonte,"De acordo com informações iniciais, um indivíduo estaria recebendo, de forma ilegal, minério extraído de uma mineradora e o processando em sua própria residência com a finalidade de apurar ouro.",14/09/2023,,"[""MG"", ""Operação PF"", ""Crime ambiental""]",Belo Horizonte/MG.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao""]",regex,0.87
pf-combate-extracao-e-comercializacao-ilegal-de-madeiras-de-terras-indigenas-no-maranhao-a49408fd.md,PF combate extração e comercialização ilegal de madeiras de terras indígenas no Maranhão,Operação Kreepym-Katejê aponta esquema de extração ilegal de madeira,26/03/2024,,"[""Maranhão"", ""Operação PF"", ""Terra indígena"", ""Destaque""]",São Luís/MA.,Kreepym-Kateje,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas""]","[""busca_apreensao"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-areia-61b89afa.md,PF combate extração ilegal de areia,A operação cumpriu cinco mandados de busca e apreensão na Paraíba,03/04/2024,,"[""Paraíba"", ""Operação PF"", ""Extração Ilegal de Areia""]",Campina Grande/PB.,Tanque Vazio II,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""organizacao_criminosa""]","[""busca_apreensao"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-areia-em-leopoldina-mg-71bb4c9a.md,PF combate extração ilegal de areia em Leopoldina/MG,"Os investigados responderão pelos crimes de usurpação de bem público da União e de danos ambientais, cujas penas podem chegar a até seis anos de detenção",28/05/2024,,"[""Minas Gerais"", ""Operação PF"", ""Extração ilegal"", ""Areia""]",Juiz de Fora/MG.,Areial,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao"", ""exames_periciais"", ""cooperacao_interagencias""]",regex,0.95
pf-combate-extracao-ilegal-de-areia-em-salvador-e-camacari-ba-8bc23e55.md,PF combate extração ilegal de areia em Salvador e Camaçari/BA,"Na ação, foram cumpridos três mandados de busca e apreensão",19/03/2025,,"[""Bahia"", ""Operação PF""]",Salvador/BA.,Piratas,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-areia-na-baixada-fluminense-45536440.md,PF combate extração ilegal de areia na Baixada Fluminense,"Na ação de hoje, policiais federais com apoio da Coordenadoria de Recursos Especiais da Polícia Civil (CORE) e de fiscais do Instituto Estadual do Ambiente (INEA), cumprem dois mandados de busca e apreensão no RJ.",04/07/2024,04/07/2024,"[""Operação PF"", ""Rio de Janeiro"", ""Extração ilegal de areia""]",Rio de Janeiro/RJ.,Dunas,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""falsificacoes"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""fiscalizacao"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-areia-no-rio-preto-divisa-dos-estados-de-mg-e-rj-573e44f6.md,"PF combate extração ilegal de areia no Rio Preto, divisa dos estados de MG e RJ","Ação contou com a Agência Nacional de Mineração (ANM), o Instituto Natureza do Tocantins (Naturatins/Inama) e a Polícia Militar Ambiental",10/09/2025,,"[""Minas Gerais"", ""Operação PF""]",Juiz de Fora/MG.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""fiscalizacao""]",regex,0.95
pf-combate-extracao-ilegal-de-cristais-de-quartzo-em-minas-gerais-56bd037d.md,PF combate extração ilegal de cristais de quartzo em Minas Gerais,Foram cumpridos 14 mandados de busca e apreensão,18/11/2025,,"[""Operação PF"", ""Minas Gerais""]",Divinópolis/MG.,Picareta,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas"", ""falsificacoes"", ""organizacao_criminosa""]","[""busca_apreensao"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-madeira-em-terra-indigena-em-rondonia-90809cfe.md,PF combate extração ilegal de madeira em terra indígena em Rondônia,"Na operação, foram inutilizados 10 caminhões, dois tratores, duas motos e um acampamento utilizados na prática criminosa",25/09/2025,,"[""Operação PF"", ""Polícia Federal"", ""Extração ilegal de madeira"", ""Crimes ambientais"", ""Rondônia""]",Porto Velho/RO.,Lignum II,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_ciberneticos_financeiros""]","[""cooperacao_interagencias""]",regex,0.95
pf-combate-extracao-ilegal-de-minerio-de-ferro-6cd684cf.md,PF combate extração ilegal de minério de ferro,"Operação Abutres do Minério 2 investiga irregularidades na região do Distrito de Água Limpa, em Nova Lima/MG",31/08/2021,03/02/2023,"[""Operação PF"", ""Extração ilegal de minério"", ""Usurpação de bens da União""]",,Abutres,crimes_ambientais,Por crime,"[""crimes_ambientais""]",[],regex,0.95
pf-combate-extracao-ilegal-de-minerio-de-ouro-no-para-1e647242.md,PF combate extração ilegal de minério de ouro no Pará,Operação Ouro Espúrio cumpre mandados de busca em Santarém e em Itaituba,30/01/2021,24/01/2023,"[""Operação PF"", ""Destaque"", ""Extração ilegal de ouro""]",,Ouro Espurio,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao"", ""bloqueio_bens""]",regex,0.95
pf-combate-extracao-ilegal-de-minerio-em-fazenda-proxima-a-linha-de-transmissao-xingu-rio-796e7b75.md,PF combate extração ilegal de minério em fazenda próxima à linha de transmissão Xingu-Rio,A atividade ilegal gerou prejuízo de R$ 20 bi ao meio ambiente e poderia comprometer a integridade das torres de energia,08/02/2023,08/02/2023,"[""Operação PF"", ""Pará"", ""Destaque"", ""Extração de minério""]",Marabá/PA,Boi Dourado,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""fiscalizacao""]",regex,0.95
pf-combate-extracao-ilegal-de-minerio-em-minas-gerais-ecf5bb46.md,PF combate extração ilegal de minério em Minas Gerais,PF investiga grupo responsável pela extração ilegal de minério de ferro em pista paralela à BR-040. Os investigados simularam atividades de terraplanagem para camuflar a extração ilegal.,30/04/2021,02/02/2023,"[""Operação PF"", ""Destaque"", ""Polícia Federal"", ""extração ilegal de minérios""]",Belo Horizonte/MG,Policial,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""busca_apreensao""]",regex,0.95
pf-combate-extracao-ilegal-de-minerios-e-usurpacao-de-bens-da-uniao-3ad5c853.md,PF combate extração ilegal de minérios e usurpação de bens da União,A Operação Rastro de Pedra busca identificar e responsabilizar os criminosos que atuam em Salto do Jacuí/RS,03/04/2025,03/04/2025,"[""Operação PF"", ""Polícia Federal"", ""Rio Grande do Sul""]",Passo Fundo/RS.,Rastro,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""roubo_furto"", ""organizacao_criminosa""]","[""busca_apreensao"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-ouro-e-a-usurpacao-de-materia-prima-da-uniao-11e0a628.md,PF combate extração ilegal de ouro e a usurpação de matéria-prima da União,"Ação cumpriu três ordens judiciais de busca e apreensão, expedidas pela 1ª Vara Federal da Subseção Judiciária de Cáceres/MT, em residências dos investigados",05/09/2025,,"[""Mato Grosso"", ""Operação PF""]",Cáceres/MT.,,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias"", ""comercializacao""]",regex,0.95
pf-combate-extracao-ilegal-de-ouro-em-ro-5151c229.md,PF combate extração ilegal de ouro em RO,Foram inutilizadas seis dragas que atuavam ilegalmente na extração de ouro no leito do Rio Madeira,15/12/2023,,"[""Operação PF"", ""Polícia Federal"", ""Extração de ouro"", ""Rio Madeira"", ""Ibama"", ""Rondônia""]",Porto Velho/RO.,Febre,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-combate-extracao-ilegal-de-ouro-na-terra-indigena-sarare-em-mt-99ed813f.md,PF combate extração ilegal de ouro na Terra Indígena Sararé em MT,Equipamentos foram inutilizados e as investigações seguem para identificar financiadores dos crimes ambientais,18/10/2024,18/10/2024,"[""Polícia Federal"", ""Operação PF"", ""Mato Grosso""]",Cuiabá/MT,Incursoes Sarare,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""prisao"", ""atuacao_online"", ""fronteira_transnacional""]",regex,0.95
pf-combate-extracao-ilegal-de-quartzito-em-minas-gerais-5351f133.md,PF combate extração ilegal de quartzito em Minas Gerais,Operação S.O.S. Canastra investiga organização criminosa responsável por danos ambientais no Parque Nacional da Serra da Canastra,27/02/2019,07/11/2022,"[""Operação PF"", ""Minas Gerais"", ""Destaque""]",Divinópolis/MG,S,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""comercializacao""]",regex,0.95
